PONumber,Catalog ID,ItemID,Item Name,Form,When to use the form,Description,Specifications,Category,Subcategory,UserID,User Name,SupplierID,Country,Contact Number,Email,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Rating,Avg Delivery Time (Days),Lead Time(hrs),Reliability Score,Quarter,Spend Type,Supplier Name,Spend Compliance,Supervisor Approval(hrs),Buyer Approval(hrs),Finance Approval(hrs),Department Head Approval(hrs)
PO1138,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1025,Scarlett,S001,USA,894-555-1147,user1025@example.com,08-11-2023,9/29/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,14,4.8,2023 Q3,Service,Tech Solutions Inc.,Yes,4,6,,
PO1143,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1035,Madison,S003,UK,896-555-6662,user1035@example.com,09-10-2023,10/21/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,11,4.8,2023 Q3,Service,Innovative IT Ltd.,Yes,3,5,,
PO1144,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1035,Nora,S005,Australia,896-555-6662,user1035@example.com,09-10-2023,10/21/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,12,4.8,2023 Q3,Service,FutureTech Enterprises,Yes,3,6,,
PO1151,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1045,Grace,S001,USA,317-555-4290,user1045@example.com,5/28/2023,06-05-2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,12,4.8,2023 Q2,Service,Tech Solutions Inc.,Yes,3,6,,
PO1157,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1050,John,S002,Canada,422-555-4680,user1050@example.com,5/15/2023,6/22/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,12,4.8,2023 Q2,Service,Global Services Co.,Yes,3,7,,
PO1158,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1050,Alice,S003,UK,422-555-4680,user1050@example.com,5/15/2023,6/22/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,15,4.8,2023 Q2,Service,Innovative IT Ltd.,Yes,5,8,,
PO1163,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1055,William,S003,UK,983-555-6533,user1055@example.com,03-02-2023,3/19/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,10,4.8,2023 Q1,Service,Innovative IT Ltd.,Yes,3,5,,
PO1164,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1055,Olivia,S004,India,983-555-6533,user1055@example.com,03-02-2023,3/19/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,10,4.8,2023 Q1,Service,Data Dynamics Corp.,Yes,3,5,,
PO1165,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1055,James,S003,UK,983-555-6533,user1055@example.com,03-02-2023,3/19/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,13,4.8,2023 Q1,Service,Innovative IT Ltd.,Yes,5,6,,
PO1168,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1060,Charlotte,S005,Australia,982-555-7496,user1060@example.com,3/23/2023,05-10-2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,11,4.8,2023 Q1,Service,FutureTech Enterprises,Yes,3,5,,
PO1169,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1060,Benjamin,S005,Australia,982-555-7496,user1060@example.com,3/23/2023,05-10-2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,15,4.8,2023 Q1,Service,FutureTech Enterprises,Yes,3,7,,
PO1170,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1060,Amelia,S003,UK,982-555-7496,user1060@example.com,3/23/2023,05-10-2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,12,4.8,2023 Q1,Service,Innovative IT Ltd.,Yes,3,6,,
PO1174,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1065,Elijah,S002,Canada,276-555-8808,user1065@example.com,02-06-2023,2/28/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,13,4.8,2023 Q1,Service,Global Services Co.,Yes,5,6,,
PO1178,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1070,Matthew,S005,Australia,640-555-2699,user1070@example.com,9/23/2023,11/13/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,17,4.8,2023 Q3,Service,FutureTech Enterprises,Yes,4,8,,
PO1183,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1075,Ella,S001,USA,239-555-1616,user1075@example.com,03-05-2023,4/14/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,16,4.8,2023 Q1,Service,Tech Solutions Inc.,Yes,5,7,,
PO1184,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1075,Sofia,S003,UK,239-555-1616,user1075@example.com,03-05-2023,4/14/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,14,4.8,2023 Q1,Service,Innovative IT Ltd.,Yes,3,6,,
PO1185,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1075,Jackson,S001,USA,239-555-1616,user1075@example.com,03-05-2023,4/14/2023,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,15,4.8,2023 Q1,Service,Tech Solutions Inc.,Yes,4,7,,
PO1195,,IT001,Consulting Service Request Form,Consulting Service Request Form,"Used for IT consulting, legal advice, or financial analysis",A Consulting Service Request Form is designed to capture the details and requirements of consulting services needed by different departments within an organization. This form ensures that all relevant information is collected to execute marketing campaigns effectively.,"The Consulting Service Request Form includes fields for contact information, department, service type, campaign goals, budget, timeline, and additional notes. It is available in both digital formats (such as PDF and Word) and as a printable form. The form is customizable, allowing fields to be tailored to specific organizational needs. It can be submitted via email or an intranet portal and features an automated approval workflow, sending notifications to the marketing team for approval and follow-up.",Consulting,Consulting Services,U1090,Samuel,S005,Australia,716-555-2416,user1090@example.com,12/17/2023,02-08-2024,30,200,6000,CC001,GL001,USD,Jane Smith,100000,94000,Marketing,Manager,4.5,10,12,4.8,2023 Q4,Service,FutureTech Enterprises,Yes,3,5,,
PO1011,CAT009,I129,Dell S2830dn,,,"The Dell S2830dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 40 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 350-sheet tray, automatic duplex printing.",Computers & Electronics,Printer,US035,Matthew,SUP049,France,+33 3746512256,andersonschultzandcook@gmail.com,10/19/2023,11-09-2023,10,544.22,5442.2,CC90,GL16200,USD,Grace Moore,1550000,1544557.8,Warehouse,Department Head,3.18,5,14,4.91,2023 Q4,Indirect ,"Anderson, Schultz and Cook",Yes,4,8,,
PO1028,CAT005,I126,Xerox B210,,,"The Xerox B210 is a compact and reliable monochrome laser printer designed for small and home offices. It offers fast printing speeds, high-quality output, and easy setup and maintenance.","Specs: Up to 31 ppm, 1200x1200 dpi, USB connectivity, 250-sheet tray, wireless networking optional.",Computers & Electronics,Printer,US017,Alexander,SUP045,Germany,+49 7492210344,adamsmartinezandolson@gmail.com,3/24/2023,04-09-2023,9,578.27,5204.43,CC86,GL15800,USD,Cathy Brown,1600000,1594795.57,Finance,Procurement Manager,3.3,10,12,4.16,2023 Q1,Indirect ,"Adams, Martinez and Olson",Yes,3,7,,
PO1003,CAT011,I120,CyberPowerPC Gamer Xtreme VR,,,The CyberPowerPC Gamer Xtreme VR is a powerful and customizable gaming desktop computer designed for virtual reality gaming. It offers high-performance components and advanced cooling features.,"Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10.",Computers & Electronics,Desktop Computer,US075,Mason,SUP051,Australia,+61 5403033309,gregoryltd@gmail.com,4/22/2023,4/29/2023,8,629.13,5033.04,CC86,GL15800,USD,Cathy Brown,1600000,1594966.96,Finance,Department Head,3.98,4,16,3.9,2023 Q2,Indirect ,Gregory Ltd,Yes,5,8,,
PO1005,CAT014,I119,Alienware Aurora R11,,,"The Alienware Aurora R11 is a high-performance gaming desktop computer designed for immersive gaming experiences. It features powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3090 GPU, Windows 10.",Computers & Electronics,Desktop Computer,US088,Liam,SUP054,UK,+44 2326263974,stonerobertsandpeterson@gmail.com,10/29/2023,11-07-2023,7,684.9,4794.3,CC90,GL16200,USD,Grace Moore,1550000,1545205.7,Warehouse,Procurement Manager,3.25,5,14,2.28,2023 Q4,Indirect ,"Stone, Roberts and Peterson",Yes,4,8,,
PO1008,CAT003,I110,JVC DLA-NX5,,,"The JVC DLA-NX5 is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,800 lumens, 3840x2160 resolution, HDR support, 3D support, HDMI/USB inputs.",Presentation Equipment,Projector,US018,Sophia,SUP043,Canada,+1 5591799074,klein-morse@gmail.com,3/13/2023,3/14/2023,4,1191.86,4767.44,CC85,GL15700,USD,Cathy Brown,900000,895232.56,Finance,Department Head,2.61,6,18,3.1,2023 Q1,Indirect ,Klein-Morse,No,5,8,,
PO1022,CAT016,I106,Anker Nebula Capsule II,,,"The Anker Nebula Capsule II is a portable and compact projector perfect for outdoor and travel use. It features Android TV, a built-in battery, and a sleek design.","Specs: 200 ANSI lumens, 720p resolution, Android TV 9.0, 4-hour battery life, HDMI input.",Presentation Equipment,Projector,US037,Samuel,SUP056,Brazil,+55 1931204028,martinezinc@gmail.com,03-10-2023,3/16/2023,4,1146.12,4584.48,CC93,GL16500,USD,Henry Hall,100000,95415.52,Marketing,Department Head,4.2,4,14,2.54,2023 Q1,Indirect ,Martinez Inc,Yes,4,7,,
PO1089,,P402,Packaging Tape,,,Strong packaging tape for secure sealing of boxes. High adhesion.,"Specs: Width: 2-3 inches, Length: 50-100m, Material: BOPP",Packaging Materials,Tapes,US024,Jennifer Hernandez,SUP070,Canada,+1 1020767728,voestalpineag@gmail.com,03-06-2023,3/25/2023,10,452.32,4523.2,CC108,GL17903,USD,Henry Hall,38000,33476.8,Marketing,Department Head,2.06,4,14,1.06,2023 Q1,Direct,Voestalpine AG,No,4,5,,
PO1037,CAT007,I107,LG HU80KA 4K UHD,,,"The LG HU80KA 4K UHD is a compact and versatile projector designed for home entertainment. It offers 4K resolution, HDR support, and a wide range of connectivity options.","Specs: 2,500 lumens, 3840x2160 resolution, HDR support, webOS smart platform, HDMI/USB inputs.",Presentation Equipment,Projector,US038,Ava,SUP047,Brazil,+55 7672398041,moore-williams@gmail.com,03-02-2023,03-10-2023,4,1104.53,4418.12,CC89,GL16100,USD,Grace Moore,8500000,8495581.88,Warehouse,Department Head,4.11,3,14,4.27,2023 Q1,Indirect ,Moore-Williams,Yes,5,6,,
PO1042,,E201,Copper Cables,,,High-quality copper cables for electrical applications. Excellent conductivity and flexibility.,"Specs: Gauge: 10-22 AWG, Length: 100-500m, Insulation: PVC",Electrical Components,Cables & Wires,US061,Thomas Moore,SUP070,Canada,+1 1020767728,voestalpineag@gmail.com,01-03-2024,1/29/2024,10,413.8,4138,CC105,GL17601,USD,John Doe,50000,45862,Maintenance,Department Head,2.06,4,14,1.06,2024 Q1,Direct,Voestalpine AG,No,4,8,,
PO1070,,E201,Copper Cables,,,High-quality copper cables for electrical applications. Excellent conductivity and flexibility.,"Specs: Gauge: 10-22 AWG, Length: 100-500m, Insulation: PVC",Electrical Components,Cables & Wires,US015,Elizabeth Hunter,SUP057,Japan,+81 9287705850,acerinoxsa@gmail.com,3/19/2023,04-02-2023,10,413.8,4138,CC106,GL17701,USD,Cathy Brown,60000,0,Finance,Employee,4.23,5,16,4.8,2023 Q1,Direct,Acerinox SA,Yes,3,6,5,
PO1080,,P402,Packaging Tape,,,Strong packaging tape for secure sealing of boxes. High adhesion.,"Specs: Width: 2-3 inches, Length: 50-100m, Material: BOPP",Packaging Materials,Tapes,US040,Amy Burton,SUP064,France,+33 9801891217,tatasteelltd@gmail.com,7/14/2023,08-07-2023,9,452.32,4070.88,CC109,GL18003,USD,Alice Johnson,40000,35929.12,Assembly,Procurement Manager,4.63,7,15,2.64,2023 Q3,Direct,Tata Steel Ltd,Yes,3,8,,
PO1097,,M302,Roller Bearings,,,Robust roller bearings for heavy-duty applications. High load capacity.,"Specs: Type: Cylindrical, Size: 20-100mm, Material: Steel",Mechanical Parts,Bearings,US100,Ashley Matthews,SUP065,India,+91 4501290460,baosteelgroup@gmail.com,3/26/2024,4/20/2024,8,445.75,3566,CC106,GL17702,USD,Cathy Brown,70000,66434,Finance,Procurement Manager,4.28,3,14,1.19,2024 Q1,Direct,Baosteel Group,Yes,5,7,,
PO1060,,E203,Industrial Relays,,,Durable industrial relays for controlling electrical circuits. High switching capacity.,"Specs: Voltage: 24-240V, Current: 10-30A, Contact: SPDT",Electrical Components,Switches & Relays,US089,Larry Patton,SUP067,Germany,+49 2857803066,jfeholdingsinc@gmail.com,3/25/2024,4/19/2024,10,351.01,3510.1,CC107,GL17801,USD,Grace Moore,55000,51489.9,Warehouse,Department Head,4.03,10,13,2.03,2024 Q1,Direct,JFE Holdings Inc,Yes,4,6,,
PO1002,CAT003,I109,Panasonic PT-VZ580U,,,"The Panasonic PT-VZ580U is a versatile WUXGA projector suitable for professional and educational applications. It offers high brightness, advanced connectivity, and long lamp life.","Specs: 5,000 lumens, 1920x1200 resolution, HDMI/VGA inputs, 20,000:1 contrast ratio, 5,000-hour lamp life.",Presentation Equipment,Projector,US007,Michael,SUP043,Canada,+1 5591799074,klein-morse@gmail.com,01-03-2024,1/20/2024,3,1163.64,3490.92,CC81,GL15200,USD,John Doe,80000,76509.08,Maintenance,Employee,2.61,6,12,3.1,2024 Q1,Indirect ,Klein-Morse,No,4,5,,
PO1085,,I146,Stainless Steel Rods,,,High-strength stainless steel rods suitable for various industrial and construction applications. Known for their durability and corrosion resistance.,"Specs: Grade 316, Diameter: 5-50mm, Length: 3000-6000mm",Stainless Steel Products,Raw Materials,US076,Carolyn Conner,SUP070,Canada,+1 1020767728,voestalpineag@gmail.com,11-05-2023,11-10-2023,7,477.62,3343.34,CC106,GL17700,USD,Cathy Brown,120000,116656.66,Finance,Employee,2.06,4,12,1.06,2023 Q4,Direct,Voestalpine AG,No,3,5,,
PO1062,,E201,Copper Cables,,,High-quality copper cables for electrical applications. Excellent conductivity and flexibility.,"Specs: Gauge: 10-22 AWG, Length: 100-500m, Insulation: PVC",Electrical Components,Cables & Wires,US058,Haley Anderson,SUP057,Japan,+81 9287705850,acerinoxsa@gmail.com,03-10-2023,3/30/2023,8,413.8,3310.4,CC107,GL17801,USD,Grace Moore,55000,51689.6,Warehouse,Department Head,4.23,5,11,4.8,2023 Q1,Direct,Acerinox SA,Yes,3,5,,
PO1077,,E201,Copper Cables,,,High-quality copper cables for electrical applications. Excellent conductivity and flexibility.,"Specs: Gauge: 10-22 AWG, Length: 100-500m, Insulation: PVC",Electrical Components,Cables & Wires,US054,Joanne Walker,SUP056,Brazil,+55 2665306046,steeldynamicsinc@gmail.com,03-02-2023,3/14/2023,8,413.8,3310.4,CC108,GL17901,USD,Henry Hall,70000,66689.6,Marketing,Employee,3,3,13,2.25,2023 Q1,Direct,Steel Dynamics Inc,Yes,3,6,,
PO1031,CAT007,I104,ViewSonic PX701HD,,,"The ViewSonic PX701HD is a compact and portable projector suitable for business and home use. It offers full HD resolution, long lamp life, and easy connectivity options.","Specs: 3,500 lumens, 1920x1080 resolution, 15,000:1 contrast ratio, HDMI/VGA inputs, 6,000-hour lamp life.",Presentation Equipment,Projector,US015,Elijah,SUP047,Brazil,+55 7672398041,moore-williams@gmail.com,03-05-2024,04-01-2024,3,1045.66,3136.98,CC81,GL15200,USD,John Doe,80000,76863.02,Maintenance,Procurement Manager,4.11,3,12,4.27,2024 Q1,Indirect ,Moore-Williams,Yes,3,7,,
PO1014,CAT012,I111,Epson Home Cinema 4010,,,"The Epson Home Cinema 4010 is a 4K PRO-UHD projector designed for home theaters. It offers HDR support, advanced image processing, and a high contrast ratio for an immersive viewing experience.","Specs: 2,400 lumens, 4K PRO-UHD resolution, HDR support, 200,000:1 contrast ratio, HDMI/USB inputs.",Presentation Equipment,Projector,US036,Avery,SUP052,UK,+44 1776988779,johnsonandsons@gmail.com,9/23/2023,10/21/2023,3,1013.08,3039.24,CC97,GL16900,USD,Alice Johnson,1100000,1096960.76,Assembly,Employee,4.63,8,10,3.4,2023 Q3,Indirect ,Johnson and Sons,Yes,3,5,,
PO1107,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U003,Michael,S005,Australia,555-666-7777,bobjohnson@example.com,03-10-2023,04-01-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,14,4.6,2023 Q1,Service,FutureTech Enterprises,Yes,3,8,,
PO1108,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U003,Sophia,S004,India,555-666-7777,bobjohnson@example.com,03-10-2023,04-01-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,15,4.6,2023 Q1,Service,Data Dynamics Corp.,Yes,4,7,,
